Length 	 recursive time 	  Iterative time 
1			2800					1000
2			12300					1000
3			3500					500
4			3800					600
5			5300					800
6			4700					600
7			11400					600
8			5900					700
9			8800					1000
10			9600					1000
11			6500					800
12			15900					1100
13			10700					1100
14			10500					1200
15			21400					1200
16			21300					1400
17			8900					1000
18			12100					1100
19			11300					1000
20			10400					1000
21			11200					1900
22			16000					1100
23			31800					1200
24			21700					1400
25			18100					1500
26			20800					10100
27			34100					1700
28			16200					1700
29			15200					1800
30			21000					1400
31			29300					1700
32			26200					1800
33			22700					2000
34			118600					2000
35			11600					2100
36			10400					1700
37			3300					1600
38			4900					1900
39			4500					2000
40			6000					2100
41			4400					4000
42			4500					2100
43			6000					2400
44			9000					2400
45			9200					9400
46			6700					2000
47			6100					2000
48			16800					2300
49			15100					2400
50			5200					2400
51			4900					2000
52			5400					2600
53			6100					2100
54			5900					2100
55			7800					2400
56			9300					17800
57			13000					2700
58			6300					2200
59			5800					2200
60			6200					2200
61			26000					2300
62			7100					2200
63			5300					19400
64			338500					3500
65			6800					2300
66			8500					2400
67			13900					2400
68			22400					2300
69			7700					2400
70			11200					2600
71			8700					2400
72			10700					2600
73			12000					3100
74			7100					2600
75			22300					2500
76			24700					2700
77			6800					2600
78			13500					2700
79			8700					2600
80			26800					2700
81			10300					2700
82			8900					2800
83			9700					2700
84			8700					2900
85			7100					2900
86			7900					3100
87			8700					3000
88			8700					3000
89			7200					4500
90			9600					3200
91			10600					3100
92			14700					3100
93			10100					3100
94			9400					3100
95			13000					3100
96			10300					3200
97			14800					3600
98			16300					3800
99			9800					3200
100			11200					3300
101			11000					3300
102			25100					3900
103			19200					3900
104			37600					3500
105			34400					3700
106			16600					3900
107			15800					4000
108			17400					4100
109			50100					9000
110			18500					4500
111			16100					4300
112			12000					3700
113			9800					1400
114			25600					1300
115			9700					1200
116			18400					1100
117			28700					1400
118			19100					1900
119			26200					2000
120			21100					2100
121			24900					1900
122			27000					1700
123			22500					1600
124			29600					2100
125			22800					2200
126			23400					1800
127			28300					1800
128			22900					1700
129			23800					1800
130			25500					2000
131			20800					1600
132			26300					2300
133			33800					1800
134			26700					2100
135			22700					2200
136			23100					2100
137			42000					1700
138			25100					2200
139			28900					2300
140			26900					2100
141			32700					1900
142			24000					2400
143			27400					2300
144			29500					2200
145			23400					2300
146			23900					2000
147			22600					2300
148			23100					2100
149			24300					2200
150			23200					2100
151			26800					2100
152			20800					2400
153			45400					2500
154			25200					2600
155			35500					2100
156			34800					2600
157			29300					2500
158			30300					2200
159			27800					2100
160			29400					2200
161			33900					2000
162			25200					2500
163			22800					2500
164			23800					2800
165			31900					2700
166			25900					2700
167			27300					2600
168			28800					2600
169			30100					2700
170			24900					2800
171			28700					2300
172			26100					2800
173			27500					2600
174			25000					2600
175			25200					2800
176			25400					2600
177			24300					2100
178			25800					2900
179			28500					2900
180			27200					2800
181			27300					3000
182			28100					2200
183			23400					2600
184			30200					3000
185			24000					2200
186			24300					2900
187			26600					2900
188			29600					3000
189			25700					2400
190			25900					2600
191			27200					2900
192			26500					3000
193			24600					2400
194			27000					3100
195			31400					3100
196			25500					2700
197			26700					3000
198			27100					2900
199			26200					1800
200			18600					1700
201			18300					1700
202			17300					1600
203			21900					1700
204			19300					1800
205			17900					1700
206			17500					1700
207			17100					1800
208			15700					1700
209			16900					1700
210			29300					3200
211			18900					4100
212			25600					2200
213			31200					1700
214			28900					1800
215			25300					1800
216			25000					1700
217			24900					2000
218			26500					1800
219			24600					1800
220			31500					1800
221			29300					2800
222			28700					2500
223			39500					1900
224			28800					1900
225			28400					1800
226			28500					2100
227			30500					3000
228			28200					2500
229			28400					2800
230			30000					2800
231			35100					2900
232			33600					3000
233			26800					1900
234			29600					2200
235			30100					2000
236			31600					2300
237			30700					2000
238			38700					2000
239			32500					2000
240			30800					2000
241			44600					2000
242			22100					1900
243			23600					3900
244			46800					2000
245			21000					1900
246			20200					1900
247			26400					2000
248			29400					2000
249			28900					2100
250			29100					3900
251			27700					2100
252			26800					2100
253			29500					2100
254			41800					2100
255			38300					2600
256			48200					2100
257			22400					2200
258			22700					2900
259			27700					2100
260			48300					2200
261			37600					2200
262			22800					2200
263			22100					2100
264			21900					2200
265			37500					2300
266			21400					2200
267			21500					2300
268			39200					2200
269			36700					3100
270			21100					2200
271			31000					3000
272			41000					4200
273			33900					3800
274			32600					4500
275			31700					4300
276			38500					4200
277			33500					3800
278			30600					6300
279			32800					4700
280			34200					3400
281			33500					4300
282			33800					4500
283			36000					4300
284			35300					4500
285			32300					4100
286			32600					4500
287			31300					4200
288			36000					4600
289			33900					3600
290			34500					2800
291			25500					2400
292			25100					2300
293			27500					2400
294			43000					2500
295			24400					2400
296			25800					2400
297			25700					2400
298			33000					3800
299			32800					2400
300			27000					2500
301			27200					2500
302			31500					2900
303			32900					2400
304			33100					2500
305			32500					2500
306			27700					2600
307			31300					2500
308			34100					3800
309			38700					3500
310			38600					3700
311			35900					4600
312			38400					3400
313			31100					2500
314			30000					2500
315			50600					3300
316			75300					3200
317			28800					2600
318			27900					2500
319			38700					2800
320			26700					2600
321			34300					2900
322			63500					2800
323			35000					2600
324			34000					2600
325			35300					4000
326			34200					2600
327			34400					2600
328			29600					2600
329			37400					2900
330			29200					2700
331			29000					5100
332			36300					2700
333			37600					4500
334			44000					4600
335			41000					4700
336			41000					4900
337			43700					4000
338			42800					5000
339			46000					4800
340			44200					4600
341			42500					5000
342			44100					5100
343			43800					5300
344			43100					5100
345			42700					3900
346			42100					4000
347			54000					3300
348			40500					3900
349			48300					2800
350			45700					2800
351			66400					2700
352			54000					2700
353			49300					4200
354			39100					2800
355			33200					2800
356			49100					3800
357			41700					4200
358			38200					2800
359			39000					2900
360			41400					2800
361			48800					2800
362			53100					2900
363			47600					2900
364			39100					3000
365			38300					2900
366			39800					2900
367			43600					2800
368			36400					2900
369			40700					2900
370			53300					2900
371			45900					3000
372			40300					2800
373			40700					3000
374			41900					4500
375			34000					2800
376			33900					3000
377			38400					5200
378			37300					2900
379			54100					3100
380			55000					2900
381			58000					3000
382			42600					3000
383			40200					2900
384			35200					3000
385			36000					3000
386			35700					3000
387			56900					3000
388			66100					3100
389			43600					3000
390			52500					3000
391			49100					3100
392			57000					3100
393			45300					3100
394			44700					3000
395			47500					3100
396			69500					3100
397			81200					3200
398			56400					3200
399			65000					3100
400			57400					3200
401			58300					3100
402			62400					3200
403			83400					3100
404			78100					3200
405			74300					3200
406			39300					3300
407			40900					3200
408			48100					3100
409			64700					3200
410			40200					3300
411			54400					3200
412			67700					3300
413			47800					3100
414			50900					3300
415			47200					3300
416			39400					3400
417			42500					3100
418			52800					19600
419			56300					5000
420			56500					5400
421			61700					5500
422			56800					6100
423			60500					6300
424			58800					4700
425			63400					5600
426			67400					6100
427			1735100					4100
428			36900					4300
429			34800					3300
430			41200					3400
431			49800					3300
432			59600					3400
433			47800					3300
434			40900					3400
435			28400					3200
436			22200					7000
437			24900					3500
438			25000					5300
439			27700					3300
440			21300					3400
441			20500					3300
442			30200					3300
443			30400					3400
444			20200					3300
445			19700					3400
446			20400					3400
447			21000					3400
448			19700					3400
449			19200					3400
450			27700					5100
451			19700					3500
452			19700					3500
453			19600					3400
454			21300					4400
455			20300					3400
456			19200					65000
457			21600					3600
458			23800					4900
459			21600					3400
460			21700					3600
461			29400					5100
462			21800					3400
463			30300					6000
464			30300					6900
465			35300					7100
466			32100					6900
467			30600					6200
468			33500					7000
469			32400					1400
470			32600					1200
471			34300					1300
472			50800					1000
473			36900					1100
474			40100					700
475			46800					1000
476			38800					700
477			42700					700
478			38700					700
479			39400					700
480			39600					800
481			38000					700
482			39100					700
483			42100					800
484			37800					800
485			37800					800
486			39500					800
487			44600					800
488			37800					1100
489			50800					1100
490			32100					800
491			24300					800
492			23500					800
493			26100					700
494			22400					700
495			23400					700
496			32000					1000
497			29900					1100
498			30200					900
499			25900					700
500			37000					900
501			30800					800
502			28700					1200
503			22500					700
504			38800					1100
505			33000					1100
506			36500					1300
507			31700					800
508			81700					1100
509			21400					800
510			29400					800
511			26200					700
512			38900					800
513			24600					800
514			34600					1100
515			29000					800
516			29000					900
517			25000					700
518			27700					700
519			41200					2400
520			43500					1200
521			38200					1300
522			39100					1200
523			44100					1300
524			47800					1300
525			37200					1600
526			38700					1200
527			38800					1400
528			37400					1200
529			41400					1400
530			42500					1200
531			39400					1400
532			26400					900
533			25100					900
534			27400					800
535			29000					800
536			33000					900
537			25900					800
538			37700					800
539			26300					800
540			26300					800
541			29100					700
542			25900					800
543			24600					800
544			24900					800
545			25600					700
546			39600					1000
547			43000					800
548			26000					700
549			24300					800
550			27000					700
551			24900					800
552			25400					900
553			25900					800
554			24700					700
555			24800					700
556			25400					800
557			37600					800
558			39600					800
559			35800					900
560			35700					900
561			34700					900
562			34900					800
563			39100					900
564			35900					900
565			34700					900
566			35100					900
567			29600					900
568			38400					900
569			63900					800
570			72800					900
571			64500					800
572			65600					900
573			69600					800
574			66100					900
575			65600					800
576			65000					800
577			87300					1000
578			85400					800
579			89600					800
580			84500					900
581			79000					900
582			88400					1000
583			84700					900
584			85700					800
585			85300					900
586			84400					800
587			85500					800
588			107500					900
589			93700					900
590			88600					800
591			94200					900
592			72200					900
593			128200					900
594			109900					1000
595			87900					800
596			70600					900
597			77500					800
598			83900					800
599			70000					800
600			70700					900
601			68600					900
602			83800					900
603			83000					900
604			71800					900
605			71300					900
606			82000					1000
607			75400					900
608			79100					900
609			72400					900
610			76500					900
611			73500					800
612			92400					900
613			72700					900
614			77400					900
615			78700					900
616			83800					900
617			82000					900
618			73400					1000
619			80900					900
620			112800					900
621			85600					900
622			71700					900
623			101800					900
624			109700					900
625			100700					900
626			101200					900
627			88000					900
628			106900					900
629			82500					900
630			101000					900
631			159700					1000
632			85400					900
633			88900					900
634			105800					900
635			106900					900
636			83400					900
637			79500					900
638			95200					1100
639			87800					1000
640			86000					1000
641			80500					900
642			81900					900
643			91500					3800
644			79000					800
645			85200					900
646			79500					900
647			80000					900
648			78600					800
649			80800					900
650			87400					800
651			98000					900
652			80700					800
653			82800					900
654			82600					800
655			82900					900
656			79300					900
657			81200					800
658			80200					800
659			89500					800
660			98000					800
661			82000					1300
662			86000					900
663			91000					900
664			91700					1000
665			98200					900
666			96500					800
667			102400					900
668			93800					900
669			127000					1200
670			128800					1200
671			143800					1100
672			253700					1600
673			124800					1300
674			127900					1400
675			989400					1100
676			45000					900
677			83100					1300
678			52700					1500
679			74000					1300
680			70400					1300
681			71400					1200
682			58700					1300
683			69600					1200
684			69000					1400
685			70800					1300
686			79900					1800
687			95200					1300
688			56000					4500
689			69500					1500
690			78000					1300
691			67500					1300
692			57300					1400
693			54200					1400
694			68000					1400
695			56200					1200
696			71000					1600
697			82900					1800
698			56200					1500
699			62500					1800
700			66800					3600
701			76900					3400
702			73000					1800
703			77100					3400
704			101300					1500
705			91600					1500
706			67300					1500
707			60700					1500
708			65500					1400
709			58500					1500
710			66900					1600
711			69800					1600
712			61900					1500
713			63100					1700
714			64100					1600
715			72700					1400
716			58700					1400
717			74000					1500
718			69500					1400
719			60200					1500
720			59200					1500
721			77900					1300
722			104900					1500
723			77300					1500
724			64300					1500
725			72600					1700
726			85900					2200
727			91000					2300
728			85800					1300
729			83400					2100
730			91000					1300
731			65700					1000
732			94600					1400
733			55300					1000
734			62700					1000
735			73700					1000
736			132700					900
737			53600					1000
738			60800					1000
739			54500					1000
740			53400					1000
741			54000					1000
742			55400					900
743			55900					900
744			54700					1000
745			65200					1000
746			37000					900
747			39500					900
748			38700					1000
749			35800					1000
750			36600					1000
751			42600					1000
752			46700					1000
753			124000					1100
754			135400					900
755			130800					900
756			154300					1100
757			143400					1000
758			50600					1000
759			56400					1000
760			53300					1000
761			55100					1000
762			54900					1100
763			50100					1000
764			59100					1000
765			54100					1000
766			39800					1000
767			57700					1000
768			58400					1000
769			59300					1000
770			58700					1000
771			44900					900
772			41300					1000
773			43500					1000
774			48200					1400
775			65000					1000
776			59700					1100
777			53600					1000
778			53900					1000
779			59600					1100
780			52900					1500
781			51400					1100
782			58500					1000
783			54000					1000
784			41400					1000
785			46000					1000
786			57400					1100
787			58100					1000
788			53600					1000
789			51800					1000
790			55400					1000
791			52600					1100
792			56900					1000
793			57800					1000
794			54800					1000
795			52500					1000
796			55400					1000
797			51800					1000
798			53500					1100
799			56300					1100
800			53300					1100
801			44200					1000
802			61900					1000
803			63600					1100
804			60900					1000
805			56000					1000
806			57300					1100
807			60700					1100
808			59000					1000
809			59200					1100
810			63000					1000
811			59000					1100
812			59300					1000
813			60100					1000
814			60600					3000
815			62500					1000
816			57600					1100
817			43000					1100
818			43600					1000
819			43300					1100
820			42900					1000
821			61700					1200
822			65200					1300
